español---muistiinpanot	<h3>Español - muistiinpanot</h3> 	<p><em>Artun selkeät muttei välttämättä luotettavat muistiinpanot, päivittyy kurssin edetessä (ehkä). Mitään vastuuta puuttuvista aksenttimerkeistä jne ei oteta!</em></p> 		exportId1614094829731
paikka-ja-sijainti;;from	<h3>Tunti 1 :: Paikka ja sijainti (en, a, de)</h3> <table> <thead> <tr> <th>en</th> <th><code class="clozee">in, at (-ssa, -ssä, -lla, -llä)</code></th> </tr> </thead> <tbody> <tr> <td>a</td> <td><code class="clozee">to (jonnekin, -lle)</code></td> </tr> <tr> <td>de</td> <td><code class="clozee" id="current-clozee">         ???         </code></td> </tr> </tbody> </table> 		from (-sta, -stä)	exportId1614094829731
al-&-del;;al	<h3>Tunti 1 :: Al &amp; Del</h3> <blockquote> <p>a + el =&gt; <code class="clozee" id="current-clozee"> ??? </code></p> <p>a + la == <code class="clozee">a la</code></p> </blockquote> <blockquote> <p>de + el =&gt; <code class="clozee">del</code></p> <p>de + la == <code class="clozee">de la</code></p> </blockquote> 		al	exportId1614094829731
al-&-del;;a-la	<h3>Tunti 1 :: Al &amp; Del</h3> <blockquote> <p>a + el =&gt; <code class="clozee">al</code></p> <p>a + la == <code class="clozee" id="current-clozee">  ???  </code></p> </blockquote> <blockquote> <p>de + el =&gt; <code class="clozee">del</code></p> <p>de + la == <code class="clozee">de la</code></p> </blockquote> 		a la	exportId1614094829731
al-&-del;;del	<h3>Tunti 1 :: Al &amp; Del</h3> <blockquote> <p>a + el =&gt; <code class="clozee">al</code></p> <p>a + la == <code class="clozee">a la</code></p> </blockquote> <blockquote> <p>de + el =&gt; <code class="clozee" id="current-clozee">  ???  </code></p> <p>de + la == <code class="clozee">de la</code></p> </blockquote> 		del	exportId1614094829731
al-&-del;;de-la	<h3>Tunti 1 :: Al &amp; Del</h3> <blockquote> <p>a + el =&gt; <code class="clozee">al</code></p> <p>a + la == <code class="clozee">a la</code></p> </blockquote> <blockquote> <p>de + el =&gt; <code class="clozee">del</code></p> <p>de + la == <code class="clozee" id="current-clozee">   ???   </code></p> </blockquote> 		de la	exportId1614094829731
ser---olla;;soy	<h3>Tunti 1 :: Ser - olla</h3> <table> <thead> <tr> <th>olen</th> <th><code class="clozee" id="current-clozee">  ???  </code></th> </tr> </thead> <tbody> <tr> <td>olet</td> <td><code class="clozee">eres</code></td> </tr> <tr> <td>on</td> <td><code class="clozee">es</code></td> </tr> <tr> <td>olemme</td> <td><code class="clozee">somos</code></td> </tr> <tr> <td>olette</td> <td><code class="clozee">sois</code></td> </tr> <tr> <td>ovat</td> <td><code class="clozee">son</code></td> </tr> </tbody> </table> <blockquote> <p>SER: pysyvät tilat</p> <p>vs.</p> <p>ESTAR: muuttuvat tilat</p> </blockquote> 		soy	exportId1614094829731
ser---olla;;eres	<h3>Tunti 1 :: Ser - olla</h3> <table> <thead> <tr> <th>olen</th> <th><code class="clozee">soy</code></th> </tr> </thead> <tbody> <tr> <td>olet</td> <td><code class="clozee" id="current-clozee">  ???  </code></td> </tr> <tr> <td>on</td> <td><code class="clozee">es</code></td> </tr> <tr> <td>olemme</td> <td><code class="clozee">somos</code></td> </tr> <tr> <td>olette</td> <td><code class="clozee">sois</code></td> </tr> <tr> <td>ovat</td> <td><code class="clozee">son</code></td> </tr> </tbody> </table> <blockquote> <p>SER: pysyvät tilat</p> <p>vs.</p> <p>ESTAR: muuttuvat tilat</p> </blockquote> 		eres	exportId1614094829731
ser---olla;;es	<h3>Tunti 1 :: Ser - olla</h3> <table> <thead> <tr> <th>olen</th> <th><code class="clozee">soy</code></th> </tr> </thead> <tbody> <tr> <td>olet</td> <td><code class="clozee">eres</code></td> </tr> <tr> <td>on</td> <td><code class="clozee" id="current-clozee"> ??? </code></td> </tr> <tr> <td>olemme</td> <td><code class="clozee">somos</code></td> </tr> <tr> <td>olette</td> <td><code class="clozee">sois</code></td> </tr> <tr> <td>ovat</td> <td><code class="clozee">son</code></td> </tr> </tbody> </table> <blockquote> <p>SER: pysyvät tilat</p> <p>vs.</p> <p>ESTAR: muuttuvat tilat</p> </blockquote> 		es	exportId1614094829731
ser---olla;;somos	<h3>Tunti 1 :: Ser - olla</h3> <table> <thead> <tr> <th>olen</th> <th><code class="clozee">soy</code></th> </tr> </thead> <tbody> <tr> <td>olet</td> <td><code class="clozee">eres</code></td> </tr> <tr> <td>on</td> <td><code class="clozee">es</code></td> </tr> <tr> <td>olemme</td> <td><code class="clozee" id="current-clozee">   ???   </code></td> </tr> <tr> <td>olette</td> <td><code class="clozee">sois</code></td> </tr> <tr> <td>ovat</td> <td><code class="clozee">son</code></td> </tr> </tbody> </table> <blockquote> <p>SER: pysyvät tilat</p> <p>vs.</p> <p>ESTAR: muuttuvat tilat</p> </blockquote> 		somos	exportId1614094829731
ser---olla;;sois	<h3>Tunti 1 :: Ser - olla</h3> <table> <thead> <tr> <th>olen</th> <th><code class="clozee">soy</code></th> </tr> </thead> <tbody> <tr> <td>olet</td> <td><code class="clozee">eres</code></td> </tr> <tr> <td>on</td> <td><code class="clozee">es</code></td> </tr> <tr> <td>olemme</td> <td><code class="clozee">somos</code></td> </tr> <tr> <td>olette</td> <td><code class="clozee" id="current-clozee">  ???  </code></td> </tr> <tr> <td>ovat</td> <td><code class="clozee">son</code></td> </tr> </tbody> </table> <blockquote> <p>SER: pysyvät tilat</p> <p>vs.</p> <p>ESTAR: muuttuvat tilat</p> </blockquote> 		sois	exportId1614094829731
ser---olla;;son	<h3>Tunti 1 :: Ser - olla</h3> <table> <thead> <tr> <th>olen</th> <th><code class="clozee">soy</code></th> </tr> </thead> <tbody> <tr> <td>olet</td> <td><code class="clozee">eres</code></td> </tr> <tr> <td>on</td> <td><code class="clozee">es</code></td> </tr> <tr> <td>olemme</td> <td><code class="clozee">somos</code></td> </tr> <tr> <td>olette</td> <td><code class="clozee">sois</code></td> </tr> <tr> <td>ovat</td> <td><code class="clozee" id="current-clozee">  ???  </code></td> </tr> </tbody> </table> <blockquote> <p>SER: pysyvät tilat</p> <p>vs.</p> <p>ESTAR: muuttuvat tilat</p> </blockquote> 		son	exportId1614094829731
ser---olla::uses-of-ser	<h3>Tunti 1 :: Ser - olla :: Uses of ser</h3> 	<ul> <li>date / time</li> <li><u>place of origin</u></li> <li><u>occupation</u></li> <li><u>nationality</u></li> <li>religious or political affiliation</li> <li>material something is made of</li> <li>possession</li> <li><u>relationship of one person</u></li> <li><u>essential qualities</u></li> </ul> 		exportId1614094829731
~-esimerkit-~;;soy-finlandes	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee" id="current-clozee">        ???        </code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		soy finlandes(a)	exportId1614094829731
~-esimerkit-~;;soy-estudiante	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee" id="current-clozee">       ???       </code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		soy estudiante	exportId1614094829731
~-esimerkit-~;;soy-de-tampere	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee" id="current-clozee">       ???       </code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		soy de tampere	exportId1614094829731
~-esimerkit-~;;soy-profesor-de-español	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee" id="current-clozee">            ???            </code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		soy profesor de español	exportId1614094829731
~-esimerkit-~;;carlos-es-mi-hermano	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee" id="current-clozee">          ???          </code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		carlos es mi hermano	exportId1614094829731
~-esimerkit-~;;einstein-es-intelligente	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee" id="current-clozee">            ???            </code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		einstein es intelligente	exportId1614094829731
~-esimerkit-~;;soy-alto	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee" id="current-clozee">    ???    </code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		soy alto	exportId1614094829731
~-esimerkit-~;;la-casa-es-blanca	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee" id="current-clozee">         ???         </code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		la casa es blanca	exportId1614094829731
~-esimerkit-~;;madrid-es-la-capital-de-españa	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee" id="current-clozee">               ???               </code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		madrid es la capital de españa	exportId1614094829731
~-esimerkit-~;;place-of-origin	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee" id="current-clozee">        ???        </code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee">location</code>)</p> 		place of origin	exportId1614094829731
~-esimerkit-~;;madrid-está-en-españa	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee" id="current-clozee">           ???           </code> (<code class="clozee">location</code>)</p> 		madrid está en españa	exportId1614094829731
~-esimerkit-~;;location	<h3>Tunti 1 :: Ser - olla :: ~ Esimerkit ~</h3> <p>Olen suomalainen <code class="clozee">Soy finlandes(a)</code></p> <p>Olen opiskelija <code class="clozee">Soy estudiante</code></p> <p>Olen Tampereelta <code class="clozee">Soy de Tampere</code></p> <p>Olen espanjan opettaja <code class="clozee">Soy profesor de Español</code></p> <p>Carlos on veljeni <code class="clozee">Carlos es mi hermano</code></p> <p>Einstein on älykäs <code class="clozee">Einstein es intelligente</code></p> <p>Olen pitkä <code class="clozee">Soy alto</code></p> <p>Talo on valkoinen <code class="clozee">La casa es blanca</code></p> <p>Madrid on Espanjan pääkaupunki<br> <code class="clozee">Madrid es la capital de España</code> (<code class="clozee">place of origin</code>)</p> <p>Madrid on Espanjassa<br> <code class="clozee">Madrid está en España</code> (<code class="clozee" id="current-clozee">    ???    </code>)</p> 		location	exportId1614094829731
persoonapronominit;;yo	<h3>Tunti 1 :: Persoonapronominit</h3> <table> <thead> <tr> <th>I</th> <th><code class="clozee" id="current-clozee"> ??? </code></th> </tr> </thead> <tbody> <tr> <td>You</td> <td><code class="clozee">Tu</code></td> </tr> <tr> <td>He</td> <td><code class="clozee">Èl</code></td> </tr> <tr> <td>She</td> <td><code class="clozee">Ella</code></td> </tr> <tr> <td>You (singular, formal)</td> <td><code class="clozee">Usted</code></td> </tr> <tr> <td>We (men or mixed)</td> <td><code class="clozee">Nosotros</code></td> </tr> <tr> <td>We (all women)</td> <td><code class="clozee">Nosotras</code></td> </tr> <tr> <td>You (men or mixed)</td> <td><code class="clozee">Vosotros</code></td> </tr> <tr> <td>You (all women)</td> <td><code class="clozee">Vosotras</code></td> </tr> <tr> <td>They (men or mixed)</td> <td><code class="clozee">Ellos</code></td> </tr> <tr> <td>They (all women)</td> <td><code class="clozee">Ellas</code></td> </tr> <tr> <td>You (plural, formal)</td> <td><code class="clozee">Ustedes</code></td> </tr> </tbody> </table> 		yo	exportId1614094829731
persoonapronominit;;tu	<h3>Tunti 1 :: Persoonapronominit</h3> <table> <thead> <tr> <th>I</th> <th><code class="clozee">Yo</code></th> </tr> </thead> <tbody> <tr> <td>You</td> <td><code class="clozee" id="current-clozee"> ??? </code></td> </tr> <tr> <td>He</td> <td><code class="clozee">Èl</code></td> </tr> <tr> <td>She</td> <td><code class="clozee">Ella</code></td> </tr> <tr> <td>You (singular, formal)</td> <td><code class="clozee">Usted</code></td> </tr> <tr> <td>We (men or mixed)</td> <td><code class="clozee">Nosotros</code></td> </tr> <tr> <td>We (all women)</td> <td><code class="clozee">Nosotras</code></td> </tr> <tr> <td>You (men or mixed)</td> <td><code class="clozee">Vosotros</code></td> </tr> <tr> <td>You (all women)</td> <td><code class="clozee">Vosotras</code></td> </tr> <tr> <td>They (men or mixed)</td> <td><code class="clozee">Ellos</code></td> </tr> <tr> <td>They (all women)</td> <td><code class="clozee">Ellas</code></td> </tr> <tr> <td>You (plural, formal)</td> <td><code class="clozee">Ustedes</code></td> </tr> </tbody> </table> 		tu	exportId1614094829731
persoonapronominit;;èl	<h3>Tunti 1 :: Persoonapronominit</h3> <table> <thead> <tr> <th>I</th> <th><code class="clozee">Yo</code></th> </tr> </thead> <tbody> <tr> <td>You</td> <td><code class="clozee">Tu</code></td> </tr> <tr> <td>He</td> <td><code class="clozee" id="current-clozee"> ??? </code></td> </tr> <tr> <td>She</td> <td><code class="clozee">Ella</code></td> </tr> <tr> <td>You (singular, formal)</td> <td><code class="clozee">Usted</code></td> </tr> <tr> <td>We (men or mixed)</td> <td><code class="clozee">Nosotros</code></td> </tr> <tr> <td>We (all women)</td> <td><code class="clozee">Nosotras</code></td> </tr> <tr> <td>You (men or mixed)</td> <td><code class="clozee">Vosotros</code></td> </tr> <tr> <td>You (all women)</td> <td><code class="clozee">Vosotras</code></td> </tr> <tr> <td>They (men or mixed)</td> <td><code class="clozee">Ellos</code></td> </tr> <tr> <td>They (all women)</td> <td><code class="clozee">Ellas</code></td> </tr> <tr> <td>You (plural, formal)</td> <td><code class="clozee">Ustedes</code></td> </tr> </tbody> </table> 		èl	exportId1614094829731
persoonapronominit;;ella	<h3>Tunti 1 :: Persoonapronominit</h3> <table> <thead> <tr> <th>I</th> <th><code class="clozee">Yo</code></th> </tr> </thead> <tbody> <tr> <td>You</td> <td><code class="clozee">Tu</code></td> </tr> <tr> <td>He</td> <td><code class="clozee">Èl</code></td> </tr> <tr> <td>She</td> <td><code class="clozee" id="current-clozee">  ???  </code></td> </tr> <tr> <td>You (singular, formal)</td> <td><code class="clozee">Usted</code></td> </tr> <tr> <td>We (men or mixed)</td> <td><code class="clozee">Nosotros</code></td> </tr> <tr> <td>We (all women)</td> <td><code class="clozee">Nosotras</code></td> </tr> <tr> <td>You (men or mixed)</td> <td><code class="clozee">Vosotros</code></td> </tr> <tr> <td>You (all women)</td> <td><code class="clozee">Vosotras</code></td> </tr> <tr> <td>They (men or mixed)</td> <td><code class="clozee">Ellos</code></td> </tr> <tr> <td>They (all women)</td> <td><code class="clozee">Ellas</code></td> </tr> <tr> <td>You (plural, formal)</td> <td><code class="clozee">Ustedes</code></td> </tr> </tbody> </table> 		ella	exportId1614094829731
